iteration,loss,ce_loss,accuracy,two_qubit_count,mask_sparsity,active_entanglers
0,1.7303448282692728,0.8303448282692728,0.5,9,1.0,3
1,1.7301444043227274,0.8301444043227273,0.5,9,1.0,3
2,1.7299405233232972,0.8299405233232972,0.5,9,1.0,3
3,1.7297331351128906,0.8297331351128905,0.5,9,1.0,3
4,1.7295221890915686,0.8295221890915686,0.5,9,1.0,3
5,1.7293076342185913,0.8293076342185912,0.5,9,1.0,3
6,1.7290894190137698,0.8290894190137698,0.5,9,1.0,3
7,1.7288674915581845,0.8288674915581845,0.5,9,1.0,3
8,1.728641799495259,0.8286417994952588,0.5,9,1.0,3
9,1.728412290031558,0.8284122900315579,0.5,9,1.0,3
10,1.7281789099370508,0.8281789099370509,0.5,9,1.0,3
11,1.7279416055456958,0.8279416055456958,0.5,9,1.0,3
12,1.7277003227556795,0.8277003227556794,0.5,9,1.0,3
13,1.7274550070293062,0.8274550070293062,0.5,9,1.0,3
14,1.7272056033923293,0.8272056033923293,0.5,9,1.0,3
15,1.7269520564339542,0.8269520564339541,0.5,9,1.0,3
16,1.7266943103057408,0.8266943103057408,0.5,9,1.0,3
17,1.7264323087203879,0.826432308720388,0.5,9,1.0,3
18,1.7261659949505042,0.8261659949505041,0.5,9,1.0,3
19,1.7258953118267164,0.8258953118267163,0.5,9,1.0,3
20,0.8253280737084567,0.8253280737084567,0.5,0,0.0,0
21,0.8250412448774048,0.8250412448774048,0.5,0,0.0,0
22,0.8247499820444657,0.8247499820444657,0.5,0,0.0,0
23,0.8244542445675678,0.8244542445675678,0.5,0,0.0,0
24,0.8241539924598753,0.8241539924598753,0.5,0,0.0,0
25,0.8238491864321709,0.8238491864321709,0.5,0,0.0,0
26,0.8235397879359085,0.8235397879359085,0.5,0,0.0,0
27,0.8232257592071476,0.8232257592071476,0.5,0,0.0,0
28,0.8229070633106551,0.8229070633106551,0.5,0,0.0,0
29,0.8225836641851201,0.8225836641851201,0.5,0,0.0,0
30,0.8222555266885344,0.8222555266885344,0.5,0,0.0,0
31,0.8219226166442978,0.8219226166442978,0.5,0,0.0,0
32,0.82158490088745,0.82158490088745,0.5,0,0.0,0
33,0.8212423473117512,0.8212423473117512,0.5,0,0.0,0
34,0.820894924917015,0.820894924917015,0.5,0,0.0,0
35,0.8205426038562691,0.8205426038562691,0.5,0,0.0,0
36,0.8201853554839196,0.8201853554839196,0.5,0,0.0,0
37,0.8198231524034758,0.8198231524034758,0.5,0,0.0,0
38,0.8194559685157761,0.8194559685157761,0.5,0,0.0,0
39,0.8190837790669526,0.8190837790669526,0.5,0,0.0,0
40,0.8187065606968658,0.8187065606968658,0.5,0,0.0,0
41,0.8183242914869729,0.8183242914869729,0.5,0,0.0,0
42,0.8179369510084323,0.8179369510084323,0.5,0,0.0,0
43,0.8175445203696323,0.8175445203696323,0.5,0,0.0,0
44,0.817146982263892,0.817146982263892,0.5,0,0.0,0
45,0.8167443210161651,0.8167443210161651,0.5,0,0.0,0
46,0.816336522630098,0.816336522630098,0.5,0,0.0,0
47,0.8159235748338415,0.8159235748338415,0.5,0,0.0,0
48,0.8155054671255744,0.8155054671255744,0.5,0,0.0,0
49,0.8150821908182789,0.8150821908182789,0.5,0,0.0,0
50,0.8146537390838506,0.8146537390838506,0.5,0,0.0,0
51,0.8142201069962642,0.8142201069962642,0.5,0,0.0,0
52,0.813781291573555,0.813781291573555,0.5,0,0.0,0
53,0.8133372918191621,0.8133372918191621,0.5,0,0.0,0
54,0.81288810876191,0.81288810876191,0.5,0,0.0,0
55,0.8124337454948118,0.8124337454948118,0.5,0,0.0,0
56,0.8119742072124343,0.8119742072124343,0.5,0,0.0,0
57,0.8115095012473013,0.8115095012473013,0.5,0,0.0,0
58,0.8110396371040358,0.8110396371040358,0.5,0,0.0,0
59,0.8105646264928532,0.8105646264928532,0.5,0,0.0,0
60,0.8100844833606677,0.8100844833606677,0.5,0,0.0,0
61,0.8095992239208323,0.8095992239208323,0.5,0,0.0,0
62,0.8091088666807801,0.8091088666807801,0.5,0,0.0,0
63,0.8086134324681014,0.8086134324681014,0.5,0,0.0,0
64,0.8081129444542317,0.8081129444542317,0.5,0,0.0,0
65,0.807607428176446,0.807607428176446,0.5,0,0.0,0
66,0.8070969115573652,0.8070969115573652,0.5,0,0.0,0
67,0.8065814249224481,0.8065814249224481,0.5,0,0.0,0
68,0.8060610010148818,0.8060610010148818,0.5,0,0.0,0
69,0.8055356750088627,0.8055356750088627,0.5,0,0.0,0
70,0.8050054845193739,0.8050054845193739,0.5,0,0.0,0
71,0.8044704696103064,0.8044704696103064,0.5,0,0.0,0
72,0.8039306727997066,0.8039306727997066,0.5,0,0.0,0
73,0.8033861390624909,0.8033861390624909,0.5,0,0.0,0
74,0.8028369158303644,0.8028369158303644,0.5,0,0.0,0
75,0.8022830529893162,0.8022830529893162,0.5,0,0.0,0
76,0.8017246028742455,0.8017246028742455,0.5,0,0.0,0
77,0.8011616202606869,0.8011616202606869,0.5,0,0.0,0
78,0.8005941623540934,0.8005941623540934,0.5,0,0.0,0
79,0.8000222887758457,0.8000222887758457,0.5,0,0.0,0
80,0.7994460615468937,0.7994460615468937,0.5,0,0.0,0
81,0.798865545068246,0.798865545068246,0.5,0,0.0,0
82,0.798280806098789,0.798280806098789,0.5,0,0.0,0
83,0.7976919137301621,0.7976919137301621,0.5,0,0.0,0
84,0.7970989393588798,0.7970989393588798,0.5,0,0.0,0
85,0.796501956655363,0.796501956655363,0.5,0,0.0,0
86,0.7959010415308385,0.7959010415308385,0.5,0,0.0,0
87,0.7952962721004184,0.7952962721004184,0.5,0,0.0,0
88,0.7946877286444651,0.7946877286444651,0.5,0,0.0,0
89,0.7940754935666456,0.7940754935666456,0.5,0,0.0,0
90,0.7934596513494513,0.7934596513494513,0.5,0,0.0,0
91,0.7928402885070571,0.7928402885070571,0.5,0,0.0,0
92,0.7922174935358163,0.7922174935358163,0.5,0,0.0,0
93,0.7915913568620677,0.7915913568620677,0.5,0,0.0,0
94,0.7909619707875744,0.7909619707875744,0.5,0,0.0,0
95,0.7903294294323538,0.7903294294323538,0.5,0,0.0,0
96,0.7896938286758578,0.7896938286758578,0.5,0,0.0,0
97,0.7890552660953883,0.7890552660953883,0.5,0,0.0,0
98,0.7884138409024799,0.7884138409024799,0.5,0,0.0,0
99,0.7877696538771318,0.7877696538771318,0.5,0,0.0,0
