iteration,loss,ce_loss,accuracy,two_qubit_count,mask_sparsity,active_entanglers
0,2.009658800287349,2.003658800287349,0.4,6,1.0,3
1,2.004774266816439,1.998774266816439,0.425,6,1.0,3
2,1.9993234971312508,1.9933234971312508,0.45,6,1.0,3
3,1.9932438351403237,1.9872438351403237,0.45,6,1.0,3
4,1.9864675587781866,1.9804675587781866,0.45,6,1.0,3
5,1.9789220550554314,1.9729220550554314,0.45,6,1.0,3
6,1.9705301843300285,1.9645301843300285,0.45,6,1.0,3
7,1.9612108701949706,1.9552108701949706,0.45,6,1.0,3
8,1.950879948609112,1.944879948609112,0.45,6,1.0,3
9,1.9394513036313108,1.9334513036313108,0.475,6,1.0,3
10,1.926838306436457,1.920838306436457,0.475,6,1.0,3
11,1.9129555593585843,1.9069555593585843,0.475,6,1.0,3
12,1.8977209277194722,1.8917209277194722,0.475,6,1.0,3
13,1.881057820678411,1.875057820678411,0.475,6,1.0,3
14,1.8628976603688294,1.8568976603688294,0.475,6,1.0,3
15,1.8431824594058506,1.8371824594058506,0.475,6,1.0,3
16,1.821867413780354,1.815867413780354,0.475,6,1.0,3
17,1.798923414623638,1.792923414623638,0.475,6,1.0,3
18,1.7743393903609215,1.7683393903609215,0.5,6,1.0,3
19,1.7481244102686724,1.7421244102686724,0.5,6,1.0,3
20,1.7203095086768194,1.7143095086768194,0.5,6,1.0,3
21,1.6909492197564668,1.6849492197564668,0.5,6,1.0,3
22,1.6601228373938093,1.6541228373938093,0.5,6,1.0,3
23,1.627935423321411,1.621935423321411,0.5,6,1.0,3
24,1.5945185705565683,1.5885185705565683,0.5,6,1.0,3
25,1.5600308831532952,1.5540308831532952,0.5,6,1.0,3
26,1.5246580590230707,1.5186580590230707,0.5,6,1.0,3
27,1.4886123703810896,1.4826123703810896,0.5,6,1.0,3
28,1.4521312464629774,1.4461312464629774,0.5,6,1.0,3
29,1.415474604871239,1.409474604871239,0.5,6,1.0,3
30,1.3789205839218541,1.3729205839218541,0.5,6,1.0,3
31,1.3427594279810082,1.3367594279810082,0.5,6,1.0,3
32,1.3072854837133694,1.3012854837133694,0.5,6,1.0,3
33,1.2727875624632323,1.2667875624632323,0.5,6,1.0,3
34,1.2395382639946813,1.2335382639946812,0.5,6,1.0,3
35,1.2077831612819494,1.2017831612819494,0.5,6,1.0,3
36,1.177730927539271,1.171730927539271,0.5,6,1.0,3
37,1.1495454777614948,1.1435454777614948,0.5,6,1.0,3
38,1.1233409783605943,1.1173409783605943,0.5,6,1.0,3
39,1.0991801913417378,1.0931801913417378,0.5,6,1.0,3
40,1.0770761544705965,1.0710761544705965,0.5,6,1.0,3
41,1.0569967643012375,1.0509967643012375,0.5,6,1.0,3
42,1.038871515145149,1.032871515145149,0.5,6,1.0,3
43,1.0225995000686652,1.0165995000686652,0.5,6,1.0,3
44,1.0080577967540172,1.0020577967540172,0.5,6,1.0,3
45,0.9951095012718202,0.9891095012718202,0.5,6,1.0,3
46,0.9836108799231785,0.9776108799231785,0.5,6,1.0,3
47,0.9734173297831075,0.9674173297831075,0.5,6,1.0,3
48,0.9643880334565056,0.9583880334565056,0.5,6,1.0,3
49,0.9563893423234455,0.9503893423234455,0.5,6,1.0,3
50,0.9492970199645201,0.9432970199645201,0.5,6,1.0,3
51,0.9429975288949386,0.9369975288949386,0.5,6,1.0,3
52,0.9373885595460898,0.9313885595460898,0.5,6,1.0,3
53,0.9323789920633807,0.9263789920633807,0.5,6,1.0,3
54,0.9278884590590765,0.9218884590590765,0.5,6,1.0,3
55,0.9238466487907286,0.9178466487907286,0.5,6,1.0,3
56,0.9201924586483812,0.9141924586483812,0.5,6,1.0,3
57,0.9168730814798006,0.9108730814798006,0.5,6,1.0,3
58,0.913843083830046,0.907843083830046,0.5,6,1.0,3
59,0.9110635160945039,0.9050635160945039,0.5,6,1.0,3
60,0.9085010797447065,0.9025010797447065,0.5,6,1.0,3
61,0.9061273656928888,0.9001273656928888,0.5,6,1.0,3
62,0.9039181699120348,0.8979181699120348,0.5,6,1.0,3
63,0.901852886945973,0.895852886945973,0.5,6,1.0,3
64,0.8999139783681942,0.8939139783681942,0.5,6,1.0,3
65,0.8980865110930334,0.8920865110930334,0.5,6,1.0,3
66,0.8963577592915861,0.8903577592915861,0.5,6,1.0,3
67,0.8947168632101394,0.8887168632101394,0.5,6,1.0,3
68,0.893154538213027,0.887154538213027,0.5,6,1.0,3
