iteration,loss,ce_loss,accuracy,two_qubit_count,mask_sparsity,active_entanglers
0,3.203658800287349,2.003658800287349,0.4,6,1.0,3
1,3.1987742668164394,1.998774266816439,0.425,6,1.0,3
2,3.193323497131113,1.993323497131113,0.45,6,1.0,3
3,3.18724383514032,1.9872438351403197,0.45,6,1.0,3
4,3.1804675587774334,1.9804675587774334,0.45,6,1.0,3
5,3.172922055053286,1.9729220550532858,0.45,6,1.0,3
6,3.1645301843281106,1.9645301843281104,0.45,6,1.0,3
7,3.1552108701917962,1.9552108701917958,0.45,6,1.0,3
8,3.1448799486052454,1.9448799486052455,0.45,6,1.0,3
9,3.133451303627429,1.9334513036274288,0.475,6,1.0,3
10,3.12083830643086,1.9208383064308596,0.475,6,1.0,3
11,3.106955559352194,1.906955559352194,0.475,6,1.0,3
12,3.0917209277132365,1.891720927713236,0.475,6,1.0,3
13,3.075057820669478,1.8750578206694777,0.475,6,1.0,3
14,3.0568976603580147,1.8568976603580143,0.475,6,1.0,3
15,3.0371824593927097,1.8371824593927095,0.475,6,1.0,3
16,3.0158674137633623,1.8158674137633621,0.475,6,1.0,3
17,2.992923414607459,1.7929234146074589,0.475,6,1.0,3
18,2.968339390345936,1.7683393903459357,0.5,6,1.0,3
19,2.9421244102510813,1.7421244102510811,0.5,6,1.0,3
20,2.9143095086587665,1.7143095086587663,0.5,6,1.0,3
21,2.884949219738038,1.6849492197380382,0.5,6,1.0,3
22,2.8541228373743865,1.6541228373743864,0.5,6,1.0,3
23,2.8219354232999603,1.6219354232999599,0.5,6,1.0,3
24,2.788518570535791,1.588518570535791,0.5,6,1.0,3
25,2.7540308831303637,1.5540308831303633,0.5,6,1.0,3
26,2.718658059000061,1.5186580590000607,0.5,6,1.0,3
27,2.6826123703543674,1.4826123703543672,0.5,6,1.0,3
28,2.6461312464363407,1.4461312464363405,0.5,6,1.0,3
29,2.609474604847571,1.409474604847571,0.5,6,1.0,3
30,2.5729205838981466,1.3729205838981466,0.5,6,1.0,3
31,2.5367594279603596,1.3367594279603594,0.5,6,1.0,3
32,2.501285483692821,1.301285483692821,0.5,6,1.0,3
33,2.4667875624444324,1.2667875624444322,0.5,6,1.0,3
34,2.433538263975649,1.2335382639756485,0.5,6,1.0,3
35,2.4017831612622054,1.2017831612622054,0.5,6,1.0,3
36,2.3717309275198204,1.17173092751982,0.5,6,1.0,3
37,2.343545477743824,1.1435454777438234,0.5,6,1.0,3
38,2.3173409783436427,1.1173409783436425,0.5,6,1.0,3
39,2.2931801913284606,1.0931801913284604,0.5,6,1.0,3
40,2.271076154460184,1.071076154460184,0.5,6,1.0,3
41,2.2509967642926862,1.050996764292686,0.5,6,1.0,3
42,2.232871515137592,1.0328715151375918,0.5,6,1.0,3
43,2.2165995000617786,1.0165995000617785,0.5,6,1.0,3
44,2.2020577967474497,1.0020577967474495,0.5,6,1.0,3
45,2.1891095012654382,0.9891095012654383,0.5,6,1.0,3
46,2.17761087991775,0.9776108799177494,0.5,6,1.0,3
47,2.167417329777884,0.9674173297778837,0.5,6,1.0,3
48,2.1583880334512697,0.9583880334512693,0.5,6,1.0,3
49,2.150389342318441,0.9503893423184409,0.5,6,1.0,3
50,2.143297019960235,0.9432970199602346,0.5,6,1.0,3
51,2.136997528890443,0.9369975288904427,0.5,6,1.0,3
52,2.1313885595409543,0.9313885595409543,0.5,6,1.0,3
53,2.1263789920585108,0.9263789920585104,0.5,6,1.0,3
54,2.1218884590543543,0.9218884590543542,0.5,6,1.0,3
55,2.1178466487866583,0.9178466487866583,0.5,6,1.0,3
56,2.114192458645292,0.914192458645292,0.5,6,1.0,3
57,2.110873081476914,0.9108730814769135,0.5,6,1.0,3
58,2.1078430838268356,0.9078430838268355,0.5,6,1.0,3
59,2.1050635160917364,0.9050635160917363,0.5,6,1.0,3
60,2.102501079742531,0.902501079742531,0.5,6,1.0,3
61,2.100127365690842,0.9001273656908418,0.5,6,1.0,3
62,2.0979181699103213,0.8979181699103209,0.5,6,1.0,3
63,2.095852886944052,0.8958528869440517,0.5,6,1.0,3
64,2.0939139783662264,0.8939139783662261,0.5,6,1.0,3
65,2.092086511091212,0.8920865110912117,0.5,6,1.0,3
66,2.0903577592896325,0.8903577592896322,0.5,6,1.0,3
67,2.08871686320806,0.8887168632080596,0.5,6,1.0,3
68,2.087154538210917,0.8871545382109168,0.5,6,1.0,3
69,2.085662827671835,0.8856628276718348,0.5,6,1.0,3
70,2.084234893818361,0.8842348938183611,0.5,6,1.0,3
71,2.0828648411987984,0.882864841198798,0.5,6,1.0,3
72,2.081547568019415,0.8815475680194151,0.5,6,1.0,3
73,2.08027864119209,0.8802786411920899,0.5,6,1.0,3
74,2.0790541914589076,0.8790541914589072,0.5,6,1.0,3
75,2.077870825474137,0.8778708254741365,0.5,6,1.0,3
76,2.0767255521636665,0.8767255521636665,0.5,6,1.0,3
77,2.075615721079884,0.8756157210798834,0.5,6,1.0,3
78,2.074538970811994,0.8745389708119939,0.5,6,1.0,3
79,2.0734931858228154,0.8734931858228151,0.5,6,1.0,3
80,2.0724764603265124,0.8724764603265122,0.5,6,1.0,3
81,2.0714870680507067,0.8714870680507067,0.5,6,1.0,3
82,2.070523436910668,0.8705234369106682,0.5,6,1.0,3
83,2.069584127781755,0.8695841277817546,0.5,6,1.0,3
84,2.0686678166860615,0.8686678166860613,0.5,6,1.0,3
85,2.067773279831975,0.8677732798319747,0.5,6,1.0,3
