iteration,loss,ce_loss,accuracy,two_qubit_count,mask_sparsity,active_entanglers
0,1.4123605469315619,0.8123605469315617,0.0,6,1.0,3
1,1.4122084716391716,0.8122084716391715,0.0,6,1.0,3
2,1.4120563144842122,0.812056314484212,0.0,6,1.0,3
3,1.4119040740365831,0.811904074036583,0.0,6,1.0,3
4,1.411751748874123,0.8117517488741229,0.0,6,1.0,3
5,1.4115993375825662,0.8115993375825662,0.0,6,1.0,3
6,1.4114468387558552,0.811446838755855,0.0,6,1.0,3
7,1.411294250996051,0.811294250996051,0.0,6,1.0,3
8,1.4111415729133034,0.8111415729133034,0.0,6,1.0,3
9,1.4109888031261126,0.8109888031261125,0.0,6,1.0,3
10,1.4108359402613284,0.8108359402613282,0.0,6,1.0,3
11,1.4106829829542384,0.8106829829542384,0.0,6,1.0,3
12,1.4105299298485274,0.8105299298485275,0.0,6,1.0,3
13,1.4103767795964333,0.8103767795964332,0.0,6,1.0,3
14,1.4102235308588786,0.8102235308588785,0.0,6,1.0,3
15,1.4100701823054658,0.8100701823054657,0.0,6,1.0,3
16,1.409916732614593,0.8099167326145927,0.0,6,1.0,3
17,1.4097631804733957,0.8097631804733957,0.0,6,1.0,3
18,1.4096095245779756,0.8096095245779755,0.0,6,1.0,3
19,1.4094557636335292,0.809455763633529,0.0,6,1.0,3
20,0.7979235436011931,0.7979235436011931,0.0,0,0.0,0
21,0.7978263137529674,0.7978263137529674,0.0,0,0.0,0
22,0.7977290736957231,0.7977290736957231,0.0,0,0.0,0
23,0.7976318228452153,0.7976318228452153,0.0,0,0.0,0
24,0.7975345606166275,0.7975345606166275,0.0,0,0.0,0
25,0.7974372864246192,0.7974372864246192,0.0,0,0.0,0
26,0.797339999683282,0.797339999683282,0.0,0,0.0,0
27,0.7972426998061708,0.7972426998061708,0.0,0,0.0,0
28,0.7971453862062196,0.7971453862062196,0.0,0,0.0,0
29,0.797048058295817,0.797048058295817,0.0,0,0.0,0
30,0.7969507154867526,0.7969507154867526,0.0,0,0.0,0
31,0.7968533571901961,0.7968533571901961,0.0,0,0.0,0
32,0.7967559828167644,0.7967559828167644,0.0,0,0.0,0
33,0.7966585917764236,0.7966585917764236,0.0,0,0.0,0
34,0.7965611834785181,0.7965611834785181,0.0,0,0.0,0
35,0.796463757331785,0.796463757331785,0.0,0,0.0,0
36,0.796366312744324,0.796366312744324,0.0,0,0.0,0
37,0.7962688491235863,0.7962688491235863,0.0,0,0.0,0
38,0.7961713658763475,0.7961713658763475,0.0,0,0.0,0
39,0.7960738624087601,0.7960738624087601,0.0,0,0.0,0
40,0.7959763381262954,0.7959763381262954,0.0,0,0.0,0
41,0.7958787924337651,0.7958787924337651,0.0,0,0.0,0
42,0.7957812247352661,0.7957812247352661,0.0,0,0.0,0
43,0.7956836344342447,0.7956836344342447,0.0,0,0.0,0
44,0.7955860209334265,0.7955860209334265,0.0,0,0.0,0
45,0.7954883836348398,0.7954883836348398,0.0,0,0.0,0
46,0.7953907219398163,0.7953907219398163,0.0,0,0.0,0
47,0.7952930352489789,0.7952930352489789,0.0,0,0.0,0
48,0.7951953229621962,0.7951953229621962,0.0,0,0.0,0
49,0.7950975844786263,0.7950975844786263,0.0,0,0.0,0
