iteration,loss,ce_loss,accuracy,two_qubit_count
55,0.7778074288545062,0.6878074288545062,0.5,9
56,0.7775400352596064,0.6875400352596064,0.5,9
57,0.7773090185283495,0.6873090185283496,0.5,9
58,0.7771093650021584,0.6871093650021585,0.5,9
59,0.7769367219466109,0.6869367219466109,0.5,9
60,0.7767873180504621,0.6867873180504621,0.5,9
61,0.7766578914645619,0.6866578914645619,0.5,9
62,0.7765456252546851,0.6865456252546851,0.5,9
63,0.776448089926982,0.686448089926982,0.5,9
64,0.7763631925591394,0.6863631925591395,0.5,9
65,0.77628913200073,0.68628913200073,0.5,9
66,0.7762243595824769,0.686224359582477,0.5,9
67,0.776167544777119,0.686167544777119,0.5,9
68,0.7761175452760244,0.6861175452760244,0.5,9
69,0.77607338097906,0.68607338097906,0.5,9
70,0.7760342114343527,0.6860342114343527,0.5,9
71,0.7759993163064215,0.6859993163064215,0.5,9
72,0.7759680784930756,0.6859680784930756,0.5,9
73,0.7759399695516804,0.6859399695516805,0.5,9
74,0.7759145371342704,0.6859145371342704,0.5,9
75,0.7758913941660006,0.6858913941660006,0.5,9
76,0.7758702095335295,0.6858702095335295,0.5,9
77,0.7758507000792276,0.6858507000792277,0.5,9
78,0.7758326237232036,0.6858326237232036,0.55,9
79,0.7758157735580066,0.6858157735580066,0.6,9
80,0.7757999727814398,0.6857999727814398,0.725,9
81,0.7757850703507889,0.685785070350789,0.9,9
82,0.7757709372575644,0.6857709372575644,0.95,9
83,0.7757574633354939,0.6857574633354939,0.95,9
84,0.7757445545267156,0.6857445545267157,0.975,9
85,0.7757321305409126,0.6857321305409126,0.975,9
86,0.7757201228518906,0.6857201228518907,0.975,9
87,0.7757084729834693,0.6857084729834694,1.0,9
88,0.7756971310431667,0.6856971310431668,1.0,9
89,0.7756860544682945,0.6856860544682946,1.0,9
90,0.775675206954125,0.685675206954125,1.0,9
91,0.7756645575376429,0.6856645575376429,1.0,9
92,0.7756540798146722,0.6856540798146722,1.0,9
93,0.7756437512711692,0.6856437512711693,1.0,9
94,0.7756335527118678,0.6856335527118679,1.0,9
95,0.7756234677726348,0.6856234677726348,1.0,9
96,0.7756134825037411,0.6856134825037411,1.0,9
97,0.7756035850146594,0.6856035850146595,1.0,9
98,0.7755937651704258,0.6855937651704258,1.0,9
99,0.7755840143328572,0.6855840143328572,1.0,9
100,0.7755743251396219,0.6855743251396219,1.0,9
101,0.7755646913158238,0.6855646913158239,1.0,9
102,0.7755551075133885,0.6855551075133886,1.0,9
103,0.7755455691738996,0.6855455691738996,1.0,9
104,0.7755360724118691,0.6855360724118691,1.0,9
105,0.7755266139150325,0.6855266139150326,1.0,9
106,0.7755171908595647,0.6855171908595648,1.0,9
107,0.7755078008375954,0.6855078008375954,1.0,9
108,0.775498441795642,0.685498441795642,1.0,9
109,0.7754891119820398,0.6854891119820399,1.0,9
110,0.7754798099021005,0.6854798099021006,1.0,9
111,0.7754705342800996,0.6854705342800996,1.0,9
112,0.7754612840267251,0.6854612840267251,1.0,9
113,0.7754520582114005,0.6854520582114005,1.0,9
114,0.775442856038742,0.685442856038742,1.0,9
115,0.775433676828502,0.685433676828502,1.0,9
116,0.7754245199984873,0.6854245199984873,1.0,9
117,0.7754153850500135,0.6854153850500135,1.0,9
118,0.7754062715554101,0.6854062715554101,1.0,9
119,0.7753971791475552,0.6853971791475553,1.0,9
120,0.7753881075109538,0.6853881075109538,1.0,9
121,0.7753790563740681,0.6853790563740682,1.0,9
122,0.7753700255027205,0.6853700255027205,1.0,9
123,0.7753610146945823,0.6853610146945823,1.0,9
124,0.7753520237745563,0.6853520237745563,1.0,9
125,0.7753430525905628,0.6853430525905628,1.0,9
126,0.7753341010102962,0.6853341010102962,1.0,9
127,0.7753251689182841,0.6853251689182841,1.0,9
128,0.7753162562133274,0.6853162562133275,1.0,9
129,0.7753073628063878,0.6853073628063878,1.0,9
130,0.7752984886189019,0.685298488618902,1.0,9
131,0.7752896335811483,0.6852896335811484,1.0,9
132,0.7752807976309387,0.6852807976309387,1.0,9
133,0.7752719807125421,0.6852719807125421,1.0,9
134,0.7752631827757458,0.6852631827757458,1.0,9
135,0.7752544037749716,0.6852544037749716,1.0,9
136,0.7752456436686858,0.6852456436686858,1.0,9
137,0.7752369024186864,0.6852369024186864,1.0,9
138,0.7752281799897428,0.6852281799897428,1.0,9
139,0.7752194763490186,0.6852194763490186,1.0,9
140,0.7752107914658625,0.6852107914658625,1.0,9
141,0.7752021253113881,0.6852021253113881,1.0,9
142,0.775193477858163,0.685193477858163,1.0,9
143,0.7751848490801242,0.6851848490801242,1.0,9
144,0.7751762389522255,0.6851762389522256,1.0,9
145,0.7751676474504411,0.6851676474504411,1.0,9
146,0.7751590745514383,0.6851590745514383,1.0,9
147,0.7751505202326012,0.6851505202326013,1.0,9
148,0.7751419844717845,0.6851419844717845,1.0,9
149,0.7751334672473782,0.6851334672473782,1.0,9
